2023-11-14-bithumb-btc-orderbook
   ,  price  ,quantity  ,type,         timestamp
4,49559000,0.0083,0,2023-11-13 22:27:50
0,49565000,1.6270,1,2023-11-13 22:27:50
1,49566000,0.0038,1,2023-11-13 22:27:50
2,49567000,0.0141,1,2023-11-13 22:27:50
3,49568000,0.0053,1,2023-11-13 22:27:50
4,49569000,0.0047,1,2023-11-13 22:27:50
   ,   price , quantity ,e  ,          timestamp
0,49562000,0.0047,0,2023-11-13 22:27:55
1,49561000,0.0051,0,2023-11-13 22:27:55
2,49559000,0.0719,0,2023-11-13 22:27:55
3,49558000,0.0055,0,2023-11-13 22:27:55
4,49557000,0.0064,0,2023-11-13 22:27:55
0,49563000,0.0085,1,2023-11-13 22:27:55
1,49564000,0.0047,1,2023-11-13 22:27:55
2,49565000,1.4253,1,2023-11-13 22:27:55
3,49566000,0.0038,1,2023-11-13 22:27:55
4,49567000,0.0059,1,2023-11-13 22:27:55
   ,   price , quantity ,e  ,          timestamp
0,49559000,0.0719,0,2023-11-13 22:28:00
1,49558000,0.0055,0,2023-11-13 22:28:00
2,49557000,0.0064,0,2023-11-13 22:28:00
3,49556000,0.0003,0,2023-11-13 22:28:00
4,49554000,0.0052,0,2023-11-13 22:28:00
0,49563000,1.4330,1,2023-11-13 22:28:00
1,49564000,0.0047,1,2023-11-13 22:28:00
2,49565000,0.0053,1,2023-11-13 22:28:00
3,49566000,0.0038,1,2023-11-13 22:28:00
4,49567000,0.0059,1,2023-11-13 22:28:00
   ,   price , quantity ,e  ,          timestamp
0,49553000,0.0003,0,2023-11-13 22:28:05
1,49552000,0.0097,0,2023-11-13 22:28:05
2,49551000,0.0065,0,2023-11-13 22:28:05
3,49550000,0.0048,0,2023-11-13 22:28:05
4,49549000,0.0059,0,2023-11-13 22:28:05
0,49556000,0.0612,1,2023-11-13 22:28:05
1,49557000,0.0057,1,2023-11-13 22:28:05
2,49558000,1.4304,1,2023-11-13 22:28:05
3,49559000,0.0590,1,2023-11-13 22:28:05
4,49560000,0.0041,1,2023-11-13 22:28:05
   ,   price , quantity ,e  ,          timestamp
0,49551000,0.0065,0,2023-11-13 22:28:10
1,49550000,0.0048,0,2023-11-13 22:28:10
2,49549000,0.0059,0,2023-11-13 22:28:10
3,49548000,0.0047,0,2023-11-13 22:28:10
4,49547000,0.0064,0,2023-11-13 22:28:10
0,49552000,1.4251,1,2023-11-13 22:28:10
1,49553000,0.0325,1,2023-11-13 22:28:10
2,49554000,0.0046,1,2023-11-13 22:28:10
3,49555000,0.0079,1,2023-11-13 22:28:10
4,49556000,0.0973,1,2023-11-13 22:28:10
   ,   price , quantity ,e  ,          timestamp
0,49545000,0.0002,0,2023-11-13 22:28:15
1,49544000,0.0044,0,2023-11-13 22:28:15
2,49543000,0.0057,0,2023-11-13 22:28:15
3,49542000,0.0128,0,2023-11-13 22:28:15
4,49541000,0.0060,0,2023-11-13 22:28:15
0,49549000,0.0044,1,2023-11-13 22:28:15
1,49550000,0.1114,1,2023-11-13 22:28:15
2,49551000,0.1657,1,2023-11-13 22:28:15
3,49552000,0.0061,1,2023-11-13 22:28:15
4,49553000,0.0059,1,2023-11-13 22:28:15
   ,   price , quantity ,e  ,          timestamp
0,49543000,0.0003,0,2023-11-13 22:28:20
1,49542000,0.0128,0,2023-11-13 22:28:20
2,49541000,0.0060,0,2023-11-13 22:28:20
3,49540000,0.0088,0,2023-11-13 22:28:20
4,49539000,0.0055,0,2023-11-13 22:28:20
0,49544000,0.0130,1,2023-11-13 22:28:20
1,49545000,0.0905,1,2023-11-13 22:28:20
2,49546000,0.0053,1,2023-11-13 22:28:20
3,49547000,0.0551,1,2023-11-13 22:28:20
4,49548000,0.0061,1,2023-11-13 22:28:20
   ,   price , quantity ,e  ,          timestamp
0,49544000,0.2169,0,2023-11-13 22:28:25
1,49543000,0.2120,0,2023-11-13 22:28:25
2,49542000,0.0128,0,2023-11-13 22:28:25
3,49541000,0.0060,0,2023-11-13 22:28:25
4,49540000,0.0088,0,2023-11-13 22:28:25
0,49547000,0.0047,1,2023-11-13 22:28:25
1,49548000,0.0561,1,2023-11-13 22:28:25
2,49549000,0.0044,1,2023-11-13 22:28:25
3,49550000,0.0059,1,2023-11-13 22:28:25
4,49551000,0.5787,1,2023-11-13 22:28:25
   ,   price , quantity ,e  ,          timestamp
0,49546000,0.0059,0,2023-11-13 22:28:30
1,49545000,0.0058,0,2023-11-13 22:28:30
2,49544000,0.0002,0,2023-11-13 22:28:30
3,49543000,0.0003,0,2023-11-13 22:28:30
4,49542000,0.0128,0,2023-11-13 22:28:30
0,49548000,0.0488,1,2023-11-13 22:28:30
1,49549000,0.0044,1,2023-11-13 22:28:30
2,49550000,0.0059,1,2023-11-13 22:28:30
3,49551000,0.1291,1,2023-11-13 22:28:30
4,49552000,0.4557,1,2023-11-13 22:28:30
   ,   price , quantity ,e  ,          timestamp
0,49541000,0.0054,0,2023-11-13 22:28:35
1,49540000,0.0048,0,2023-11-13 22:28:35
2,49539000,0.0055,0,2023-11-13 22:28:35
3,49538000,0.0064,0,2023-11-13 22:28:35
4,49537000,0.0056,0,2023-11-13 22:28:35
0,49542000,0.0501,1,2023-11-13 22:28:35
1,49543000,0.0111,1,2023-11-13 22:28:35
2,49544000,0.4494,1,2023-11-13 22:28:35
3,49545000,0.0042,1,2023-11-13 22:28:35
4,49546000,0.0847,1,2023-11-13 22:28:35
   ,   price , quantity ,e  ,          timestamp
0,49538000,0.0064,0,2023-11-13 22:28:40
1,49537000,0.0056,0,2023-11-13 22:28:40
2,49536000,0.0055,0,2023-11-13 22:28:40
3,49535000,0.0066,0,2023-11-13 22:28:40
4,49534000,0.0061,0,2023-11-13 22:28:40
0,49539000,0.0089,1,2023-11-13 22:28:40
1,49540000,0.0141,1,2023-11-13 22:28:40
2,49541000,0.0547,1,2023-11-13 22:28:40
3,49542000,0.0557,1,2023-11-13 22:28:40
4,49543000,0.0105,1,2023-11-13 22:28:40
   ,   price , quantity ,e  ,          timestamp
0,49537000,0.2179,0,2023-11-13 22:28:45
1,49536000,0.0055,0,2023-11-13 22:28:45
2,49535000,0.0066,0,2023-11-13 22:28:45
3,49534000,0.0061,0,2023-11-13 22:28:45
4,49533000,0.0053,0,2023-11-13 22:28:45
0,49538000,0.0012,1,2023-11-13 22:28:45
1,49539000,0.0060,1,2023-11-13 22:28:45
2,49540000,0.0052,1,2023-11-13 22:28:45
3,49541000,0.0547,1,2023-11-13 22:28:45
4,49542000,0.0056,1,2023-11-13 22:28:45
   ,   price , quantity ,e  ,          timestamp
0,49537000,0.0050,0,2023-11-13 22:28:50
1,49536000,0.0055,0,2023-11-13 22:28:50
2,49535000,0.0066,0,2023-11-13 22:28:50
3,49534000,0.0061,0,2023-11-13 22:28:50
4,49533000,0.0053,0,2023-11-13 22:28:50
0,49539000,0.0111,1,2023-11-13 22:28:50
1,49540000,0.0052,1,2023-11-13 22:28:50
2,49541000,0.0547,1,2023-11-13 22:28:50
3,49542000,0.0557,1,2023-11-13 22:28:50
4,49543000,0.0105,1,2023-11-13 22:28:50
   ,   price , quantity ,e  ,          timestamp
0,49537000,0.0050,0,2023-11-13 22:28:54
1,49536000,0.0055,0,2023-11-13 22:28:54
2,49535000,0.0066,0,2023-11-13 22:28:54
3,49534000,0.0061,0,2023-11-13 22:28:54
4,49533000,0.0053,0,2023-11-13 22:28:54
0,49538000,0.0021,1,2023-11-13 22:28:54
1,49539000,0.0111,1,2023-11-13 22:28:54
2,49540000,0.0052,1,2023-11-13 22:28:54
3,49541000,0.0547,1,2023-11-13 22:28:54
4,49542000,0.0056,1,2023-11-13 22:28:54
   ,   price , quantity ,e  ,          timestamp
0,49540000,0.0042,0,2023-11-13 22:29:00
1,49539000,0.0045,0,2023-11-13 22:29:00
2,49538000,0.0053,0,2023-11-13 22:29:00
3,49537000,0.0050,0,2023-11-13 22:29:00
4,49536000,0.0055,0,2023-11-13 22:29:00
0,49541000,0.0051,1,2023-11-13 22:29:00
1,49542000,0.0556,1,2023-11-13 22:29:00
2,49543000,0.0105,1,2023-11-13 22:29:00
3,49544000,0.0056,1,2023-11-13 22:29:00
4,49545000,0.0052,1,2023-11-13 22:29:00
   ,   price , quantity ,e  ,          timestamp
0,49537000,0.2160,0,2023-11-13 22:29:05
1,49536000,0.0055,0,2023-11-13 22:29:05
2,49535000,0.0067,0,2023-11-13 22:29:05
3,49534000,0.0061,0,2023-11-13 22:29:05
4,49533000,0.0053,0,2023-11-13 22:29:05
0,49539000,0.0039,1,2023-11-13 22:29:05
1,49541000,0.0042,1,2023-11-13 22:29:05
2,49542000,0.0049,1,2023-11-13 22:29:05
3,49543000,0.0105,1,2023-11-13 22:29:05
4,49544000,0.0556,1,2023-11-13 22:29:05
   ,   price , quantity ,e  ,          timestamp
0,49542000,0.0047,0,2023-11-13 22:29:09
1,49541000,0.0067,0,2023-11-13 22:29:09
2,49540000,0.0059,0,2023-11-13 22:29:09
3,49539000,0.0049,0,2023-11-13 22:29:09
4,49538000,0.0041,0,2023-11-13 22:29:09
0,49544000,0.0546,1,2023-11-13 22:29:09
1,49545000,0.0052,1,2023-11-13 22:29:09
2,49546000,0.4551,1,2023-11-13 22:29:09
3,49547000,0.0557,1,2023-11-13 22:29:09
4,49548000,0.0050,1,2023-11-13 22:29:09
   ,   price , quantity ,e  ,          timestamp
0,49542000,0.0049,0,2023-11-13 22:29:15
1,49541000,0.0067,0,2023-11-13 22:29:15
2,49540000,0.0061,0,2023-11-13 22:29:15
3,49539000,0.0051,0,2023-11-13 22:29:15
4,49538000,0.0041,0,2023-11-13 22:29:15
0,49544000,0.0319,1,2023-11-13 22:29:15
1,49545000,0.0052,1,2023-11-13 22:29:15
2,49546000,0.0059,1,2023-11-13 22:29:15
3,49547000,0.4555,1,2023-11-13 22:29:15
4,49548000,0.0548,1,2023-11-13 22:29:15
   ,   price , quantity ,e  ,          timestamp
0,49542000,0.2119,0,2023-11-13 22:29:19
1,49541000,0.0067,0,2023-11-13 22:29:19
2,49540000,0.0061,0,2023-11-13 22:29:19
3,49539000,0.0051,0,2023-11-13 22:29:19
4,49538000,0.0041,0,2023-11-13 22:29:19
0,49543000,0.0047,1,2023-11-13 22:29:19
1,49544000,0.0057,1,2023-11-13 22:29:19
2,49545000,0.0052,1,2023-11-13 22:29:19
3,49546000,0.0559,1,2023-11-13 22:29:19
4,49547000,0.0061,1,2023-11-13 22:29:19
   ,   price , quantity ,e  ,          timestamp
0,49546000,0.0098,0,2023-11-13 22:29:24
1,49545000,0.0468,0,2023-11-13 22:29:24
2,49544000,0.0053,0,2023-11-13 22:29:24
3,49542000,0.0041,0,2023-11-13 22:29:24
4,49541000,0.0067,0,2023-11-13 22:29:24
0,49547000,0.0061,1,2023-11-13 22:29:24
1,49548000,0.4544,1,2023-11-13 22:29:24
2,49549000,0.0046,1,2023-11-13 22:29:24
3,49550000,0.0061,1,2023-11-13 22:29:24
4,49551000,0.1291,1,2023-11-13 22:29:24
   ,   price , quantity ,e  ,          timestamp
0,49541000,0.2184,0,2023-11-13 22:29:29
1,49540000,0.0061,0,2023-11-13 22:29:29
2,49539000,0.0051,0,2023-11-13 22:29:29
3,49538000,0.0041,0,2023-11-13 22:29:29
4,49537000,0.0039,0,2023-11-13 22:29:29
0,49542000,0.0964,1,2023-11-13 22:29:29
1,49543000,0.0041,1,2023-11-13 22:29:29
2,49544000,0.0057,1,2023-11-13 22:29:29
3,49545000,0.0053,1,2023-11-13 22:29:29
4,49546000,0.0121,1,2023-11-13 22:29:29
   ,   price , quantity ,e  ,          timestamp
0,49543000,0.0046,0,2023-11-13 22:29:34
1,49542000,0.0045,0,2023-11-13 22:29:34
2,49541000,0.0067,0,2023-11-13 22:29:34
3,49540000,0.0061,0,2023-11-13 22:29:34
4,49539000,0.0051,0,2023-11-13 22:29:34
0,49545000,0.0104,1,2023-11-13 22:29:34
1,49546000,0.0556,1,2023-11-13 22:29:34
2,49547000,0.0043,1,2023-11-13 22:29:34
3,49548000,0.0046,1,2023-11-13 22:29:34
4,49549000,0.4540,1,2023-11-13 22:29:34
   ,   price , quantity ,e  ,          timestamp
0,49544000,0.0044,0,2023-11-13 22:29:40
1,49543000,0.0046,0,2023-11-13 22:29:40
2,49542000,0.0045,0,2023-11-13 22:29:40
3,49541000,0.0067,0,2023-11-13 22:29:40
4,49540000,0.0061,0,2023-11-13 22:29:40
0,49546000,0.0554,1,2023-11-13 22:29:40
1,49547000,0.0543,1,2023-11-13 22:29:40
2,49548000,0.0046,1,2023-11-13 22:29:40
3,49549000,0.4540,1,2023-11-13 22:29:40
4,49550000,0.0061,1,2023-11-13 22:29:40
   ,   price , quantity ,e  ,          timestamp
0,49544000,0.0044,0,2023-11-13 22:29:45
1,49543000,0.0046,0,2023-11-13 22:29:45
2,49542000,0.0045,0,2023-11-13 22:29:45
3,49541000,0.0046,0,2023-11-13 22:29:45
4,49540000,0.0061,0,2023-11-13 22:29:45
0,49546000,0.0108,1,2023-11-13 22:29:45
1,49547000,0.0043,1,2023-11-13 22:29:45
2,49548000,0.0546,1,2023-11-13 22:29:45
3,49549000,0.4540,1,2023-11-13 22:29:45
4,49550000,0.0061,1,2023-11-13 22:29:45
   ,   price , quantity ,e  ,          timestamp
0,49544000,0.2161,0,2023-11-13 22:29:50
1,49543000,0.0046,0,2023-11-13 22:29:50
2,49542000,0.0045,0,2023-11-13 22:29:50
3,49541000,0.0046,0,2023-11-13 22:29:50
4,49540000,0.0061,0,2023-11-13 22:29:50
0,49546000,0.0057,1,2023-11-13 22:29:50
1,49547000,0.0043,1,2023-11-13 22:29:50
2,49548000,0.0546,1,2023-11-13 22:29:50
3,49549000,0.0046,1,2023-11-13 22:29:50
4,49550000,0.4555,1,2023-11-13 22:29:50
   ,   price , quantity ,e  ,          timestamp
0,49531000,0.0524,0,2023-11-13 22:29:55
1,49530000,0.0061,0,2023-11-13 22:29:55
2,49529000,0.0062,0,2023-11-13 22:29:55
3,49528000,0.0051,0,2023-11-13 22:29:55
4,49527000,0.0004,0,2023-11-13 22:29:55
0,49532000,0.0524,1,2023-11-13 22:29:55
1,49535000,0.4998,1,2023-11-13 22:29:55
2,49542000,0.1020,1,2023-11-13 22:29:55
3,49544000,2.4000,1,2023-11-13 22:29:55
4,49545000,0.0870,1,2023-11-13 22:29:55
   ,   price , quantity ,e  ,          timestamp
0,49525000,0.0018,0,2023-11-13 22:30:00
1,49524000,0.0057,0,2023-11-13 22:30:00
2,49523000,0.0061,0,2023-11-13 22:30:00
3,49522000,0.0058,0,2023-11-13 22:30:00
4,49521000,0.0050,0,2023-11-13 22:30:00
0,49529000,0.0598,1,2023-11-13 22:30:00
1,49530000,0.0552,1,2023-11-13 22:30:00
2,49531000,0.0865,1,2023-11-13 22:30:00
3,49532000,0.2780,1,2023-11-13 22:30:00
4,49533000,0.0061,1,2023-11-13 22:30:00
   ,   price , quantity ,e  ,          timestamp
0,49518000,0.0002,0,2023-11-13 22:30:05
1,49517000,0.0056,0,2023-11-13 22:30:05
2,49516000,0.0053,0,2023-11-13 22:30:05
3,49515000,0.0056,0,2023-11-13 22:30:05
4,49514000,0.0054,0,2023-11-13 22:30:05
0,49520000,0.1718,1,2023-11-13 22:30:05
1,49521000,0.3692,1,2023-11-13 22:30:05
2,49523000,0.0548,1,2023-11-13 22:30:05
3,49524000,0.0901,1,2023-11-13 22:30:05
4,49525000,0.0057,1,2023-11-13 22:30:05
   ,   price , quantity ,e  ,          timestamp
0,49520000,0.2177,0,2023-11-13 22:30:10
1,49519000,0.0043,0,2023-11-13 22:30:10
2,49518000,0.0002,0,2023-11-13 22:30:10
3,49517000,0.0056,0,2023-11-13 22:30:10
4,49516000,0.0909,0,2023-11-13 22:30:10
0,49521000,0.0500,1,2023-11-13 22:30:10
1,49522000,0.0050,1,2023-11-13 22:30:10
2,49523000,0.0057,1,2023-11-13 22:30:10
3,49524000,0.0061,1,2023-11-13 22:30:10
4,49525000,0.0057,1,2023-11-13 22:30:10
   ,   price , quantity ,e  ,          timestamp
0,49520000,0.2177,0,2023-11-13 22:30:15
1,49519000,0.0043,0,2023-11-13 22:30:15
2,49518000,0.0002,0,2023-11-13 22:30:15
3,49517000,0.0056,0,2023-11-13 22:30:15
4,49516000,0.0290,0,2023-11-13 22:30:15
0,49522000,0.0041,1,2023-11-13 22:30:15
1,49523000,0.0042,1,2023-11-13 22:30:15
2,49524000,0.0041,1,2023-11-13 22:30:15
3,49525000,0.0057,1,2023-11-13 22:30:15
4,49526000,0.3418,1,2023-11-13 22:30:15
   ,   price , quantity ,e  ,          timestamp
0,49536000,0.2156,0,2023-11-13 22:30:20
1,49535000,0.2128,0,2023-11-13 22:30:20
2,49534000,0.0998,0,2023-11-13 22:30:20
3,49531000,0.1159,0,2023-11-13 22:30:20
4,49530000,0.0089,0,2023-11-13 22:30:20
0,49537000,0.0052,1,2023-11-13 22:30:20
1,49538000,0.0060,1,2023-11-13 22:30:20
2,49539000,0.0541,1,2023-11-13 22:30:20
3,49540000,0.0050,1,2023-11-13 22:30:20
4,49541000,0.0059,1,2023-11-13 22:30:20
   ,   price , quantity ,e  ,          timestamp
0,49533000,0.0057,0,2023-11-13 22:30:25
1,49532000,0.0055,0,2023-11-13 22:30:25
2,49531000,0.0050,0,2023-11-13 22:30:25
3,49530000,0.0049,0,2023-11-13 22:30:25
4,49529000,0.0059,0,2023-11-13 22:30:25
0,49535000,0.0879,1,2023-11-13 22:30:25
1,49536000,0.0057,1,2023-11-13 22:30:25
2,49537000,0.0052,1,2023-11-13 22:30:25
3,49538000,0.0060,1,2023-11-13 22:30:25
4,49539000,0.0522,1,2023-11-13 22:30:25
   ,   price , quantity ,e  ,          timestamp
0,49532000,0.2119,0,2023-11-13 22:30:30
1,49531000,0.2167,0,2023-11-13 22:30:30
2,49530000,0.0049,0,2023-11-13 22:30:30
3,49529000,0.0059,0,2023-11-13 22:30:30
4,49528000,0.0059,0,2023-11-13 22:30:30
0,49534000,0.0057,1,2023-11-13 22:30:30
1,49535000,0.0545,1,2023-11-13 22:30:30
2,49536000,0.0058,1,2023-11-13 22:30:30
3,49537000,0.0052,1,2023-11-13 22:30:30
4,49538000,0.0060,1,2023-11-13 22:30:30
   ,   price , quantity ,e  ,          timestamp
0,49532000,0.0048,0,2023-11-13 22:30:35
1,49530000,0.0044,0,2023-11-13 22:30:35
2,49529000,0.0060,0,2023-11-13 22:30:35
3,49528000,0.0060,0,2023-11-13 22:30:35
4,49527000,0.0044,0,2023-11-13 22:30:35
0,49534000,0.2121,1,2023-11-13 22:30:35
1,49535000,0.0045,1,2023-11-13 22:30:35
2,49536000,0.0058,1,2023-11-13 22:30:35
3,49537000,0.0536,1,2023-11-13 22:30:35
4,49538000,0.0061,1,2023-11-13 22:30:35
   ,   price , quantity ,e  ,          timestamp
0,49540000,0.0057,0,2023-11-13 22:30:39
1,49539000,0.0045,0,2023-11-13 22:30:39
2,49538000,0.1126,0,2023-11-13 22:30:39
3,49537000,0.1036,0,2023-11-13 22:30:39
4,49536000,0.0483,0,2023-11-13 22:30:39
0,49542000,0.1145,1,2023-11-13 22:30:39
1,49543000,0.0045,1,2023-11-13 22:30:39
2,49544000,0.0047,1,2023-11-13 22:30:39
3,49545000,0.0528,1,2023-11-13 22:30:39
4,49546000,0.0050,1,2023-11-13 22:30:39
   ,   price , quantity ,e  ,          timestamp
0,49540000,0.0007,0,2023-11-13 22:30:44
1,49539000,0.0045,0,2023-11-13 22:30:44
2,49538000,0.0056,0,2023-11-13 22:30:44
3,49537000,0.0045,0,2023-11-13 22:30:44
4,49536000,0.0052,0,2023-11-13 22:30:44
0,49541000,0.0098,1,2023-11-13 22:30:44
1,49542000,0.0878,1,2023-11-13 22:30:44
2,49543000,0.0045,1,2023-11-13 22:30:44
3,49544000,0.0047,1,2023-11-13 22:30:44
4,49545000,0.0527,1,2023-11-13 22:30:44
   ,   price , quantity ,e  ,          timestamp
0,49536000,0.0052,0,2023-11-13 22:30:50
1,49535000,0.0043,0,2023-11-13 22:30:50
2,49534000,0.0047,0,2023-11-13 22:30:50
3,49533000,0.0057,0,2023-11-13 22:30:50
4,49532000,0.0935,0,2023-11-13 22:30:50
0,49540000,0.0045,1,2023-11-13 22:30:50
1,49541000,0.0052,1,2023-11-13 22:30:50
2,49542000,0.0547,1,2023-11-13 22:30:50
3,49543000,0.0045,1,2023-11-13 22:30:50
4,49544000,0.0047,1,2023-11-13 22:30:50
   ,   price , quantity ,e  ,          timestamp
0,49536000,0.2202,0,2023-11-13 22:30:54
1,49535000,0.2108,0,2023-11-13 22:30:54
2,49534000,0.0047,0,2023-11-13 22:30:54
3,49533000,0.0057,0,2023-11-13 22:30:54
4,49532000,0.0287,0,2023-11-13 22:30:54
0,49538000,0.0045,1,2023-11-13 22:30:54
1,49539000,0.0044,1,2023-11-13 22:30:54
2,49540000,0.0545,1,2023-11-13 22:30:54
3,49541000,0.0052,1,2023-11-13 22:30:54
4,49542000,0.0047,1,2023-11-13 22:30:54
   ,   price , quantity ,e  ,          timestamp
0,49535000,0.0052,0,2023-11-13 22:30:59
1,49534000,0.0047,0,2023-11-13 22:30:59
2,49533000,0.0057,0,2023-11-13 22:30:59
3,49532000,0.0048,0,2023-11-13 22:30:59
4,49531000,0.0241,0,2023-11-13 22:30:59
0,49539000,0.0095,1,2023-11-13 22:30:59
1,49540000,0.0545,1,2023-11-13 22:30:59
2,49541000,0.0052,1,2023-11-13 22:30:59
3,49542000,0.0047,1,2023-11-13 22:30:59
4,49543000,0.0045,1,2023-11-13 22:30:59
   ,   price , quantity ,e  ,          timestamp
0,49539000,0.0047,0,2023-11-13 22:31:04
1,49538000,0.0098,0,2023-11-13 22:31:04
2,49537000,0.0041,0,2023-11-13 22:31:04
3,49536000,0.1050,0,2023-11-13 22:31:04
4,49535000,0.0048,0,2023-11-13 22:31:04
0,49540000,0.2524,1,2023-11-13 22:31:04
1,49541000,0.0046,1,2023-11-13 22:31:04
2,49542000,0.0047,1,2023-11-13 22:31:04
3,49543000,0.0045,1,2023-11-13 22:31:04
4,49544000,0.0047,1,2023-11-13 22:31:04
   ,   price , quantity ,e  ,          timestamp
0,49545000,0.0046,0,2023-11-13 22:31:09
1,49544000,0.0053,0,2023-11-13 22:31:09
2,49543000,0.1717,0,2023-11-13 22:31:09
3,49542000,0.0346,0,2023-11-13 22:31:09
4,49541000,0.0061,0,2023-11-13 22:31:09
0,49546000,0.0050,1,2023-11-13 22:31:09
1,49547000,0.0044,1,2023-11-13 22:31:09
2,49548000,0.0047,1,2023-11-13 22:31:09
3,49549000,0.0546,1,2023-11-13 22:31:09
4,49550000,0.0063,1,2023-11-13 22:31:09
   ,   price , quantity ,e  ,          timestamp
0,49546000,0.0357,0,2023-11-13 22:31:14
1,49544000,0.0054,0,2023-11-13 22:31:14
2,49543000,0.0060,0,2023-11-13 22:31:14
3,49542000,0.0351,0,2023-11-13 22:31:14
4,49541000,0.0063,0,2023-11-13 22:31:14
0,49549000,0.0044,1,2023-11-13 22:31:14
1,49550000,0.0061,1,2023-11-13 22:31:14
2,49551000,0.1292,1,2023-11-13 22:31:14
3,49552000,0.0061,1,2023-11-13 22:31:14
4,49553000,0.0060,1,2023-11-13 22:31:14
   ,   price , quantity ,e  ,          timestamp
0,49549000,0.0052,0,2023-11-13 22:31:19
1,49547000,0.0041,0,2023-11-13 22:31:19
2,49546000,0.0042,0,2023-11-13 22:31:19
3,49545000,0.0350,0,2023-11-13 22:31:19
4,49544000,0.0054,0,2023-11-13 22:31:19
0,49550000,0.0500,1,2023-11-13 22:31:19
1,49551000,0.1284,1,2023-11-13 22:31:19
2,49552000,0.0061,1,2023-11-13 22:31:19
3,49553000,0.0060,1,2023-11-13 22:31:19
4,49554000,0.0047,1,2023-11-13 22:31:19
   ,   price , quantity ,e  ,          timestamp
0,49551000,0.0018,0,2023-11-13 22:31:24
1,49549000,0.0052,0,2023-11-13 22:31:24
2,49547000,0.0041,0,2023-11-13 22:31:24
3,49546000,0.0849,0,2023-11-13 22:31:24
4,49545000,0.0351,0,2023-11-13 22:31:24
0,49554000,0.0051,1,2023-11-13 22:31:24
1,49555000,0.0063,1,2023-11-13 22:31:24
2,49556000,0.0559,1,2023-11-13 22:31:24
3,49557000,0.0095,1,2023-11-13 22:31:24
4,49558000,0.0061,1,2023-11-13 22:31:24
   ,   price , quantity ,e  ,          timestamp
0,49551000,0.0018,0,2023-11-13 22:31:29
1,49549000,0.0052,0,2023-11-13 22:31:29
2,49547000,0.0041,0,2023-11-13 22:31:29
3,49546000,0.0042,0,2023-11-13 22:31:29
4,49544000,0.0861,0,2023-11-13 22:31:29
0,49553000,0.1097,1,2023-11-13 22:31:29
1,49554000,0.0551,1,2023-11-13 22:31:29
2,49555000,0.0063,1,2023-11-13 22:31:29
3,49556000,0.0059,1,2023-11-13 22:31:29
4,49557000,0.0152,1,2023-11-13 22:31:29
   ,   price , quantity ,e  ,          timestamp
0,49548000,0.0043,0,2023-11-13 22:31:34
1,49547000,0.0022,0,2023-11-13 22:31:34
2,49546000,0.0042,0,2023-11-13 22:31:34
3,49544000,0.0054,0,2023-11-13 22:31:34
4,49543000,0.1246,0,2023-11-13 22:31:34
0,49551000,0.0053,1,2023-11-13 22:31:34
1,49552000,0.0540,1,2023-11-13 22:31:34
2,49553000,0.0047,1,2023-11-13 22:31:34
3,49554000,0.0051,1,2023-11-13 22:31:34
4,49555000,0.0063,1,2023-11-13 22:31:34
   ,   price , quantity ,e  ,          timestamp
0,49551000,0.0015,0,2023-11-13 22:31:39
1,49549000,0.0057,0,2023-11-13 22:31:39
2,49548000,0.0043,0,2023-11-13 22:31:39
3,49547000,0.0977,0,2023-11-13 22:31:39
4,49546000,0.0155,0,2023-11-13 22:31:39
0,49552000,0.0540,1,2023-11-13 22:31:39
1,49553000,0.0047,1,2023-11-13 22:31:39
2,49554000,0.0051,1,2023-11-13 22:31:39
3,49555000,0.0063,1,2023-11-13 22:31:39
4,49556000,0.0059,1,2023-11-13 22:31:39
   ,   price , quantity ,e  ,          timestamp
0,49550000,0.0404,0,2023-11-13 22:31:44
1,49549000,0.0057,0,2023-11-13 22:31:44
2,49548000,0.0043,0,2023-11-13 22:31:44
3,49547000,0.0022,0,2023-11-13 22:31:44
4,49546000,0.0155,0,2023-11-13 22:31:44
0,49552000,0.0306,1,2023-11-13 22:31:44
1,49553000,0.0047,1,2023-11-13 22:31:44
2,49554000,0.0051,1,2023-11-13 22:31:44
3,49555000,0.0063,1,2023-11-13 22:31:44
4,49556000,0.0059,1,2023-11-13 22:31:44
   ,   price , quantity ,e  ,          timestamp
0,49561000,0.0059,0,2023-11-13 22:31:49
1,49560000,1.4008,0,2023-11-13 22:31:49
2,49559000,0.0059,0,2023-11-13 22:31:49
3,49558000,0.0054,0,2023-11-13 22:31:49
4,49557000,0.3099,0,2023-11-13 22:31:49
0,49564000,0.0049,1,2023-11-13 22:31:49
1,49565000,0.2073,1,2023-11-13 22:31:49
2,49566000,0.0816,1,2023-11-13 22:31:49
3,49567000,0.0061,1,2023-11-13 22:31:49
